,decision_id,type of insurance,premium/payment,service attitude/communication,fail to meet customer's expectations,claims processing delays,policy terms,gender,location,title,date,company,decision,extras,tag
139,DRN-4721258,Motor,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4721258.pdf,Decision Reference DRN-4721258,4-Jun-24,AA Underwriting Insurance Company Limited,Not upheld,,Insurance
140,DRN-4798353,Household and Commercial Property,No,Yes,Yes,No,No,Male,decision/DRN-4798353.pdf,Decision Reference DRN-4798353,4-Jun-24,AXA Insurance UK Plc,Not upheld,,Insurance
141,DRN-4659060,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4659060.pdf,Decision Reference DRN-4659060,4-Jun-24,Zurich Insurance PLC,Not upheld,,Insurance
142,DRN-4807995,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4807995.pdf,Decision Reference DRN-4807995,4-Jun-24,Acasta European Insurance Company Limited,Not upheld,,Insurance
143,DRN-4819448,Travel,No,Yes,Yes,Yes,No,Male and Female,decision/DRN-4819448.pdf,Decision Reference DRN-4819448,4-Jun-24,AWP P&C S.A.,Upheld,,Insurance
144,DRN-4716789,Motor,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4716789.pdf,Decision Reference DRN-4716789,4-Jun-24,Aioi Nissay Dowa Insurance UK Limited,Not upheld,,Insurance
145,DRN-4830148,Monetary Loss,No,No,Yes,No,Yes,Male and Female,decision/DRN-4830148.pdf,Decision Reference DRN-4830148,4-Jun-24,ReAssure Life Limited,Upheld,,Insurance
146,DRN-4712473,Motor,No,No,Yes,No,No,Male,decision/DRN-4712473.pdf,Decision Reference DRN-4712473,4-Jun-24,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
147,DRN-4830669,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4830669.pdf,Decision Reference DRN-4830669,4-Jun-24,Accredited Insurance (Europe) Ltd,Upheld,,Insurance
148,DRN-4822045,Motor,No,No,Yes,No,Yes,Female,decision/DRN-4822045.pdf,Decision Reference DRN-4822045,3-Jun-24,Harwoods Limited,Not upheld,,Insurance
149,DRN-4830909,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-4830909.pdf,Decision Reference DRN-4830909,3-Jun-24,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
150,DRN-4798553,Not applicable,Not applicable,No,No,Not applicable,Not applicable,Not applicable,decision/DRN-4798553.pdf,Decision Reference DRN-4798553,3-Jun-24,Suttons Independent Financial Advisers Limited,Not upheld,,Insurance
151,DRN-4827921,Travel,No,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4827921.pdf,Decision Reference DRN-4827921,3-Jun-24,Zurich Insurance PLC,Upheld,,Insurance
152,DRN-4806789,Legal Expenses and Monetary Loss,No,Yes,Yes,No,Yes,Male,decision/DRN-4806789.pdf,Decision Reference DRN-4806789,3-Jun-24,DAS Legal Expenses Insurance Company Limited,Not upheld,,Insurance
153,DRN-4803624,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4803624.pdf,Decision Reference DRN-4803624,3-Jun-24,Barclays Insurance Services Company Limited,Upheld,,Insurance
154,DRN-4776524,Legal Expenses and Monetary Loss,No,Yes,Yes,Yes,Yes,Not mentioned,decision/DRN-4776524.pdf,Decision Reference DRN-4776524,3-Jun-24,Starr International (Europe) Limited,Not upheld,,Insurance
155,DRN-4794326,Household and Commercial Property,No,Yes,Yes,Yes,No,Male and Female,decision/DRN-4794326.pdf,Decision Reference DRN-4794326,3-Jun-24,esure Insurance Limited,Upheld,,Insurance
156,DRN-4825829,Legal Expenses and Monetary Loss,No,No,No,No,No,Not mentioned,decision/DRN-4825829.pdf,Decision Reference DRN-4825829,3-Jun-24,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
157,DRN-4723278,Motor,Yes,No,Yes,No,No,Male,decision/DRN-4723278.pdf,Decision Reference DRN-4723278,3-Jun-24,U K Insurance Limited,Not upheld,,Insurance
158,DRN-4764535,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4764535.pdf,Decision Reference DRN-4764535,3-Jun-24,Wakam,Upheld,,Insurance
159,DRN-4720385,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4720385.pdf,Decision Reference DRN-4720385,3-Jun-24,Aviva Insurance Limited,Not upheld,,Insurance
160,DRN-4770580,Household and Commercial Property,No,Yes,Yes,Yes,No,Male and Female,decision/DRN-4770580.pdf,Decision Reference DRN-4770580,3-Jun-24,Liverpool Victoria Insurance Company Limited,Upheld,,Insurance
161,DRN-4716402,Motor,Yes,Yes,Yes,No,No,Male,decision/DRN-4716402.pdf,Decision Reference DRN-4716402,3-Jun-24,West Bay Insurance Plc,Not upheld,,Insurance
162,DRN-4718059,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4718059.pdf,Decision Reference DRN-4718059,3-Jun-24,Ageas Insurance Limited,Upheld,,Insurance
163,DRN-4716829,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4716829.pdf,Decision Reference DRN-4716829,3-Jun-24,U K Insurance Limited,Not upheld,,Insurance
164,DRN-4764437,Household and Commercial Property,No,No,Yes,No,Yes,Female,decision/DRN-4764437.pdf,Decision Reference DRN-4764437,3-Jun-24,Covea Insurance plc,Not upheld,,Insurance
165,DRN-4829449,Personal Belongings,No,Yes,Yes,Yes,No,Male,decision/DRN-4829449.pdf,Decision Reference DRN-4829449,3-Jun-24,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
166,DRN-4713594,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4713594.pdf,Decision Reference DRN-4713594,2-Jun-24,Advantage Insurance Company Limited,Upheld,,Insurance
167,DRN-4829169,Motor,Yes,Yes,Yes,No,No,Male,decision/DRN-4829169.pdf,Decision Reference DRN-4829169,1-Jun-24,esure Insurance Limited,Upheld,,Insurance
168,DRN-4728910,Animal,Yes,No,Yes,No,Yes,Female,decision/DRN-4728910.pdf,Decision Reference DRN-4728910,31-May-24,Red Sands Insurance Company (Europe) Limited,Not upheld,,Insurance
169,DRN-4675103,Legal Expenses and Monetary Loss,No,No,Yes,No,No,Not specified,decision/DRN-4675103.pdf,Decision Reference DRN-4675103,31-May-24,Aviva Insurance Limited,Not upheld,,Insurance
170,DRN-4783882,Motor,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4783882.pdf,Decision Reference DRN-4783882,31-May-24,Hastings Insurance Services Limited,Not upheld,,Insurance
171,DRN-4818356,Household and Commercial Property,Yes,No,Yes,No,Yes,Male and Female,decision/DRN-4818356.pdf,Decision Reference DRN-4818356,31-May-24,AXA Insurance UK Plc,Upheld,,Insurance
172,DRN-4677330,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4677330.pdf,Decision Reference DRN-4677330,31-May-24,Aviva Insurance Limited,Upheld,,Insurance
173,DRN-4724045,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4724045.pdf,Decision Reference DRN-4724045,31-May-24,Covea Insurance plc,Not upheld,,Insurance
174,DRN-4801563,Health,No,No,Yes,No,Yes,Male,decision/DRN-4801563.pdf,Decision Reference DRN-4801563,31-May-24,Vitality Life Limited,Not upheld,,Insurance
175,DRN-4675517,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4675517.pdf,Decision Reference DRN-4675517,31-May-24,Aviva Insurance Limited,Not upheld,,Insurance
176,DRN-4705005,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4705005.pdf,Decision Reference DRN-4705005,31-May-24,Advantage Insurance Company Limited,Upheld,,Insurance
177,DRN-4706583,Household and Commercial Property,No,Yes,Yes,Yes,No,Female,decision/DRN-4706583.pdf,Decision Reference DRN-4706583,31-May-24,St Andrew's Insurance plc,Upheld,,Insurance
178,DRN-4814181,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4814181.pdf,Decision Reference DRN-4814181,31-May-24,Aviva Insurance Limited,Not upheld,,Insurance
179,DRN-4717546,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4717546.pdf,Decision Reference DRN-4717546,31-May-24,Haven Insurance Company Limited,Upheld,,Insurance
180,DRN-4746266,Motor,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4746266.pdf,Decision Reference DRN-4746266,31-May-24,Tesco Underwriting Limited,Upheld,,Insurance
181,DRN-4750561,Household and Commercial Property,No,Yes,Yes,No,No,Male,decision/DRN-4750561.pdf,Decision Reference DRN-4750561,31-May-24,esure Insurance Limited,Upheld,,Insurance
182,DRN-4388281,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4388281.pdf,Decision Reference DRN-4388281,31-May-24,Domestic & General Insurance Plc,Upheld,,Insurance
183,DRN-4711528,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4711528.pdf,Decision Reference DRN-4711528,31-May-24,U K Insurance Limited,Not upheld,,Insurance
184,DRN-4827723,Motor,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4827723.pdf,Decision Reference DRN-4827723,31-May-24,esure Insurance Limited,Upheld,,Insurance
185,DRN-4818316,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4818316.pdf,Decision Reference DRN-4818316,31-May-24,Acromas Insurance Company Limited,Upheld,,Insurance
186,DRN-4415915,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4415915.pdf,Decision Reference DRN-4415915,31-May-24,AXA Insurance UK Plc,Not upheld,,Insurance
187,DRN-4709545,Personal Belongings,No,Yes,Yes,No,Yes,Male,decision/DRN-4709545.pdf,Decision Reference DRN-4709545,31-May-24,Mortgage Advice Bureau Limited,Not upheld,,Insurance
188,DRN-4781051,Personal Belongings,No,Yes,Yes,No,Yes,Male,decision/DRN-4781051.pdf,Decision Reference DRN-4781051,31-May-24,AXA Insurance UK Plc,Upheld,,Insurance
189,DRN-4576293,Household and Commercial Property,No,Yes,Yes,Yes,No,Male,decision/DRN-4576293.pdf,Decision Reference DRN-4576293,31-May-24,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
190,DRN-4751358,Motor,No,No,Yes,No,Yes,Female,decision/DRN-4751358.pdf,Decision Reference DRN-4751358,31-May-24,Advantage Insurance Company Limited,Upheld,,Insurance
191,DRN-4751377,Motor,No,No,Yes,No,Yes,Male,decision/DRN-4751377.pdf,Decision Reference DRN-4751377,31-May-24,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
192,DRN-4624233,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4624233.pdf,Decision Reference DRN-4624233,31-May-24,Bastion Insurance Company Limited,Upheld,,Insurance
193,DRN-4821035,Household and Commercial Property,No,No,Yes,No,Yes,Female,decision/DRN-4821035.pdf,Decision Reference DRN-4821035,31-May-24,AXA Insurance UK Plc,Upheld,,Insurance
194,DRN-4725689,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4725689.pdf,Decision Reference DRN-4725689,31-May-24,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
195,DRN-4824113,Gadget,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4824113.pdf,Decision Reference DRN-4824113,31-May-24,POLICY EXCESS INSURE LTD,Not upheld,,Insurance
196,DRN-4787370,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4787370.pdf,Decision Reference DRN-4787370,30-May-24,One Insurance Limited,Upheld,,Insurance
197,DRN-4698021,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4698021.pdf,Decision Reference DRN-4698021,30-May-24,Aviva Insurance Limited,Not upheld,,Insurance
198,DRN-4824571,Motor,Yes,Yes,Yes,Yes,No,Male,decision/DRN-4824571.pdf,Decision Reference DRN-4824571,30-May-24,esure Insurance Limited,Upheld,,Insurance
199,DRN-4626631,Legal Expenses and Monetary Loss,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4626631.pdf,Decision Reference DRN-4626631,30-May-24,Inter Partner Assistance SA,Not upheld,,Insurance
200,DRN-4737340,Motor,Yes,Yes,Yes,Yes,Yes,Female,decision/DRN-4737340.pdf,Decision Reference DRN-4737340,30-May-24,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
201,DRN-4712688,Motor,Yes,No,Yes,No,No,Male and Female,decision/DRN-4712688.pdf,Decision Reference DRN-4712688,30-May-24,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
202,DRN-4698802,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4698802.pdf,Decision Reference DRN-4698802,30-May-24,Freeway UK Insurance Services Limited,Upheld,,Insurance
203,DRN-4768830,Others,No,No,No,No,No,Not specified,decision/DRN-4768830.pdf,Decision Reference DRN-4768830,30-May-24,Scottish Friendly Assurance Society Limited,Not upheld,,Insurance
204,DRN-4571139,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4571139.pdf,Decision Reference DRN-4571139,30-May-24,Zurich Insurance PLC,Upheld,,Insurance
205,DRN-4678726,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4678726.pdf,Decision Reference DRN-4678726,30-May-24,Ageas Insurance Limited,Not upheld,,Insurance
206,DRN-4756684,Motor,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4756684.pdf,Decision Reference DRN-4756684,30-May-24,Action 365 Ltd,Not upheld,,Insurance
207,DRN-4825240,Health,No,Yes,Yes,No,Yes,Male,decision/DRN-4825240.pdf,Decision Reference DRN-4825240,30-May-24,The Benenden Healthcare Society Limited,Not upheld,,Insurance
208,DRN-4825238,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4825238.pdf,Decision Reference DRN-4825238,30-May-24,Aviva Insurance Limited,Upheld,,Insurance
209,DRN-4741819,Household and Commercial Property,No,Yes,Yes,No,No,Female,decision/DRN-4741819.pdf,Decision Reference DRN-4741819,30-May-24,Lloyds Bank General Insurance Limited,Not upheld,,Insurance
210,DRN-4769071,Motor,No,No,Yes,No,Yes,Female,decision/DRN-4769071.pdf,Decision Reference DRN-4769071,30-May-24,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
211,DRN-4739407,Motor,No,Yes,Yes,No,Yes,Female,decision/DRN-4739407.pdf,Decision Reference DRN-4739407,30-May-24,Aviva Insurance Limited,Upheld,,Insurance
212,DRN-4824354,Household and Commercial Property,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4824354.pdf,Decision Reference DRN-4824354,30-May-24,National House-Building Council,Not upheld,,Insurance
213,DRN-4822709,Travel,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4822709.pdf,Decision Reference DRN-4822709,30-May-24,Society of Lloyd's,Upheld,,Insurance
214,DRN-4661571,Health,No,Yes,Yes,No,No,Male,decision/DRN-4661571.pdf,Decision Reference DRN-4661571,30-May-24,Vitality Health Limited,Not upheld,,Insurance
215,DRN-4824375,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4824375.pdf,Decision Reference DRN-4824375,30-May-24,U K Insurance Limited,Upheld,,Insurance
216,DRN-4808667,Travel,No,No,Yes,No,Yes,Male and Female,decision/DRN-4808667.pdf,Decision Reference DRN-4808667,30-May-24,Aviva Insurance Limited,Not upheld,,Insurance
217,DRN-4815033,Personal Belongings,No,Yes,Yes,No,Yes,Female,decision/DRN-4815033.pdf,Decision Reference DRN-4815033,30-May-24,Bastion Insurance Company Limited,Upheld,,Insurance
218,DRN-4768488,Legal Expenses and Monetary Loss,Yes,Yes,Yes,Yes,Yes,Male,decision/DRN-4768488.pdf,Decision Reference DRN-4768488,30-May-24,The National Farmers' Union Mutual Insurance Society Limited,Not upheld,,Insurance
219,DRN-4715219,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4715219.pdf,Decision Reference DRN-4715219,30-May-24,Covea Insurance plc,Upheld,,Insurance
220,DRN-4747853,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Male and Female,decision/DRN-4747853.pdf,Decision Reference DRN-4747853,30-May-24,First Complete Ltd,Not upheld,,Insurance
221,DRN-4806516,Motor,Yes,Yes,Yes,Yes,No,Male,decision/DRN-4806516.pdf,Decision Reference DRN-4806516,30-May-24,esure Insurance Limited,Upheld,,Insurance
222,DRN-4763374,Motor,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4763374.pdf,Decision Reference DRN-4763374,30-May-24,Aviva Insurance Limited,Upheld,,Insurance
223,DRN-4716394,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4716394.pdf,Decision Reference DRN-4716394,29-May-24,Advantage Insurance Company Limited,Upheld,,Insurance
224,DRN-4782974,Household and Commercial Property,No,Yes,Yes,Yes,No,Male,decision/DRN-4782974.pdf,Decision Reference DRN-4782974,29-May-24,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
225,DRN-4814234,Health,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4814234.pdf,Decision Reference DRN-4814234,29-May-24,Vitality Life Limited,Not upheld,,Insurance
226,DRN-4822563,Animal,No,No,Yes,No,Yes,Female,decision/DRN-4822563.pdf,Decision Reference DRN-4822563,29-May-24,Casualty & General Insurance Company (Europe) Ltd,Upheld,,Insurance
227,DRN-4440772,Household and Commercial Property,No,No,Yes,Yes,Yes,Male,decision/DRN-4440772.pdf,Decision Reference DRN-4440772,29-May-24,Lloyds Bank General Insurance Limited,Not upheld,,Insurance
228,DRN-4697759,Motor,Yes,Yes,Yes,No,No,Female,decision/DRN-4697759.pdf,Decision Reference DRN-4697759,29-May-24,Covea Insurance plc,Upheld,,Insurance
229,DRN-4739056,Health,No,No,Yes,No,Yes,Male,decision/DRN-4739056.pdf,Decision Reference DRN-4739056,29-May-24,AXA PPP Healthcare Limited,Not upheld,,Insurance
230,DRN-4819015,Motor,No,Yes,Yes,No,No,Male and Female,decision/DRN-4819015.pdf,Decision Reference DRN-4819015,29-May-24,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
231,DRN-4774228,Motor,Yes,Yes,Yes,No,No,Male,decision/DRN-4774228.pdf,Decision Reference DRN-4774228,29-May-24,U K Insurance Limited,Not upheld,,Insurance
232,DRN-4822714,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4822714.pdf,Decision Reference DRN-4822714,29-May-24,Lloyds Bank General Insurance Limited,Not upheld,,Insurance
233,DRN-4800148,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-4800148.pdf,Decision Reference DRN-4800148,29-May-24,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance
234,DRN-4822062,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4822062.pdf,Decision Reference DRN-4822062,29-May-24,"Ocaso SA, Compania de Seguros y Reaseguros",Upheld,,Insurance
235,DRN-4670133,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4670133.pdf,Decision Reference DRN-4670133,29-May-24,Highway Insurance Company Limited,Not upheld,,Insurance
236,DRN-4822377,Household and Commercial Property,No,Yes,Yes,Yes,No,Female,decision/DRN-4822377.pdf,Decision Reference DRN-4822377,29-May-24,Royal & Sun Alliance Insurance Limited,Upheld,,Insurance
237,DRN-4762924,Motor,Yes,Yes,Yes,No,No,Male,decision/DRN-4762924.pdf,Decision Reference DRN-4762924,29-May-24,One Sure Insurance Limited,Upheld,,Insurance
238,DRN-4766166,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4766166.pdf,Decision Reference DRN-4766166,29-May-24,Aviva Insurance Limited,Upheld,,Insurance
239,DRN-4822021,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4822021.pdf,Decision Reference DRN-4822021,29-May-24,Aviva Insurance Limited,Upheld,,Insurance
240,DRN-4768589,Personal Belongings,No,No,Yes,No,Yes,Male,decision/DRN-4768589.pdf,Decision Reference DRN-4768589,29-May-24,Aviva Insurance Limited,Not upheld,,Insurance
241,DRN-4802706,Household and Commercial Property,No,No,Yes,No,Yes,Male and Female,decision/DRN-4802706.pdf,Decision Reference DRN-4802706,29-May-24,Accredited Insurance (Europe) Ltd,Not upheld,,Insurance
242,DRN-4495693,Household and Commercial Property,No,Yes,Yes,Yes,No,Female,decision/DRN-4495693.pdf,Decision Reference DRN-4495693,29-May-24,Aviva Insurance Limited,Upheld,,Insurance
243,DRN-4821559,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4821559.pdf,Decision Reference DRN-4821559,29-May-24,QIC Europe Ltd,Upheld,,Insurance
244,DRN-4808730,Travel,Yes,Yes,Yes,No,Yes,Male and Female,decision/DRN-4808730.pdf,Decision Reference DRN-4808730,29-May-24,Insure & Go Insurance Services Ltd,Upheld,,Insurance
245,DRN-4691993,Household and Commercial Property,No,Yes,Yes,No,No,Male and Female,decision/DRN-4691993.pdf,Decision Reference DRN-4691993,29-May-24,Aviva Insurance Limited,Not upheld,,Insurance
246,DRN-4813614,Animal,Yes,No,Yes,No,No,Male,decision/DRN-4813614.pdf,Decision Reference DRN-4813614,28-May-24,Wakam,Not upheld,,Insurance
247,DRN-4751994,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4751994.pdf,Decision Reference DRN-4751994,28-May-24,Royal & Sun Alliance Insurance Limited,Upheld,,Insurance
248,DRN-4819277,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4819277.pdf,Decision Reference DRN-4819277,28-May-24,AXA Insurance UK Plc,Upheld,,Insurance
249,DRN-4806276,Travel,No,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4806276.pdf,Decision Reference DRN-4806276,28-May-24,Inter Partner Assistance SA,Not upheld,,Insurance
250,DRN-4782287,Travel,No,Yes,Yes,No,Yes,Female,decision/DRN-4782287.pdf,Decision Reference DRN-4782287,28-May-24,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
251,DRN-4564713,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4564713.pdf,Decision Reference DRN-4564713,28-May-24,Arthur J. Gallagher Insurance Brokers Limited,Upheld,,Insurance
252,DRN-4728206,Household and Commercial Property,Yes,Yes,Yes,No,No,Female,decision/DRN-4728206.pdf,Decision Reference DRN-4728206,28-May-24,Avantia Insurance Limited,Upheld,,Insurance
